sex2,edu1,edu2,sibsex,occj,medu1,safa,urban,jieduan,match1
1,1,2,1,1,1,-0.6734416,0,0,1
2,1,2,2,1,1,-0.5810378,0,0,1
1,1,2,2,1,1,3.286374,0,0,1
2,2,2,2,3,1,-0.5913801,0,0,0
1,2,2,1,1,1,0.9731696,0,0,0
2,1,2,1,2,1,-0.8442616,1,2,1
1,1,2,2,1,1,2.399549,0,2,1
1,2,2,1,1,1,1.352058,0,0,0
2,2,2,1,2,1,-1.336236,0,0,0
2,1,2,2,1,1,3.352439,0,0,1
2,1,2,1,1,1,3.745545,0,0,1
1,1,2,0,1,1,1.926561,0,0,1
1,2,2,0,1,1,-0.9059396,0,2,0
2,1,2,1,3,1,5.169118,0,0,1
2,1,2,1,1,1,-1.875744,0,2,1
2,1,2,1,1,1,1.957239,0,2,1
1,1,2,1,1,1,2.697391,0,0,1
2,1,2,1,2,1,3.910695,1,0,1
1,2,2,1,1,1,0.5859246,0,0,0
2,1,2,1,,1,0.6985933,1,0,1
2,1,2,1,1,1,-1.373365,0,0,1
1,1,2,2,2,2,-2.355535,1,0,0
2,1,2,0,2,1,-2.052301,1,0,1
1,1,2,1,1,1,5.384037,0,0,1
2,2,2,1,2,1,-0.7013412,0,0,0
2,2,2,0,3,1,0.5901756,1,0,0
1,1,2,1,3,1,3.69694,1,0,1
1,1,2,2,2,1,5.297328,0,0,1
2,2,2,1,2,1,-0.1245251,0,2,0
2,3,2,1,2,3,-2.528316,0,0,1
1,3,2,1,2,1,-3.792511,0,2,0
1,1,2,1,2,1,5.177964,0,0,1
1,1,2,1,1,1,4.560524,0,0,1
1,1,2,0,2,1,3.75002,1,0,1
1,1,2,1,1,1,3.602828,0,0,1
1,1,2,2,1,1,1.171582,0,0,1
1,2,2,1,4,1,1.297381,1,0,0
2,1,2,1,1,1,1.304022,0,0,1
1,2,2,2,4,1,-0.3972223,0,0,0
2,2,2,1,4,1,-3.61454,0,2,0
1,2,2,0,2,2,-3.403498,1,2,1
2,2,2,2,1,1,-0.9928558,0,0,0
2,1,2,1,2,2,-2.181601,1,0,0
1,1,2,0,2,1,-1.391125,1,0,1
1,2,2,1,2,1,-1.034092,0,0,0
2,2,2,0,1,1,-0.727469,0,2,0
1,1,2,2,2,1,3.415396,0,0,1
1,1,2,1,1,1,4.437346,0,0,1
1,1,2,0,2,2,-1.516903,0,2,0
2,1,2,2,2,1,0.6112394,1,0,1
2,1,2,1,1,1,4.568134,0,0,1
1,2,2,1,1,2,-3.995065,0,2,1
1,1,2,0,1,1,3.433746,0,0,1
1,1,2,2,1,2,-0.4638064,0,0,0
1,3,2,0,2,3,-6.663239,0,2,1
1,3,2,2,1,2,-3.441945,0,2,0
2,1,2,2,2,1,0.1552315,1,0,1
1,2,2,1,,2,-2.618462,0,2,1
2,2,2,1,2,1,0.4638445,0,0,0
2,2,2,1,2,1,2.094317,0,2,0
2,1,2,0,1,1,1.548708,0,0,1
2,1,2,1,2,1,6.385886,0,2,1
1,1,2,1,2,1,2.435439,1,0,1
1,1,2,1,1,1,5.625786,0,2,1
2,1,2,1,1,1,2.957597,0,0,1
1,1,2,2,1,1,2.01452,0,0,1
2,2,2,1,2,1,-0.7951183,1,0,0
2,1,2,0,1,1,6.067031,0,0,1
2,1,2,2,1,3,-2.872966,0,2,0
1,1,2,1,2,1,5.470552,0,0,1
1,1,2,1,2,1,0.1746051,0,2,1
1,1,2,2,1,1,3.093867,0,2,1
1,3,2,2,1,2,-6.168154,0,2,0
1,1,2,1,,1,4.052232,0,0,1
1,1,2,0,,1,2.872334,0,0,1
2,2,2,1,1,1,0.8296046,0,2,0
1,1,2,1,1,3,-4.474119,1,2,0
1,3,2,1,1,1,-3.227335,0,0,0
2,1,2,1,,1,3.825265,0,0,1
1,5,2,0,,1,-5.262597,0,0,0
1,1,2,2,2,1,0.8350046,0,2,1
1,1,2,2,1,1,3.539785,0,0,1
1,3,2,1,4,1,-2.573426,1,2,0
1,1,2,2,2,1,5.341507,0,0,1
1,1,2,2,1,1,1.430386,0,0,1
2,1,2,2,1,1,4.861315,0,2,1
2,1,2,1,1,1,2.506173,0,0,1
1,1,2,1,1,1,3.224317,0,2,1
1,1,2,2,1,1,-1.426507,0,0,1
1,2,2,1,1,1,0.4668281,0,0,0
1,2,2,2,1,2,-2.926151,0,2,1
2,1,2,1,2,1,3.988981,0,2,1
1,1,2,1,1,1,3.812581,0,0,1
1,1,2,2,1,1,3.646634,0,2,1
2,2,2,1,1,2,-3.926849,0,2,1
1,2,2,1,2,3,-3.244633,0,2,0
1,1,2,1,1,1,2.35956,0,0,1
2,1,2,2,1,1,3.833037,0,0,1
1,1,2,1,2,1,-0.2681105,0,2,1
2,1,2,2,1,1,4.497131,0,0,1
2,2,2,1,1,1,1.256409,0,0,0
2,2,2,1,1,1,-1.341524,0,2,0
2,2,2,1,1,1,0.863318,0,2,0
1,2,2,1,2,1,0.1544671,1,0,0
1,1,2,1,2,1,1.284974,0,0,1
2,3,2,1,4,1,-0.215179,0,2,0
2,1,2,1,1,2,-1.117354,0,2,0
1,1,2,1,1,1,1.509632,0,0,1
2,2,2,1,1,2,-2.145631,0,2,1
2,1,2,2,1,1,1.700196,0,0,1
2,1,2,1,3,1,0.9654044,1,0,1
1,1,2,1,1,1,5.439517,0,0,1
1,1,2,1,1,1,2.957583,0,0,1
1,1,2,1,2,1,1.016142,1,0,1
1,2,2,1,2,1,-1.62939,0,0,0
2,1,2,1,2,1,1.526445,0,2,1
1,1,2,1,2,1,3.86687,0,0,1
1,1,2,2,1,1,2.868326,0,0,1
1,1,2,1,,1,2.885884,0,0,1
1,2,2,2,4,1,0.8938696,0,2,0
1,2,2,1,1,2,-4.022625,0,2,1
2,2,2,2,1,2,-3.63959,0,0,1
2,1,2,0,1,1,3.939243,0,0,1
2,1,2,2,1,1,4.046189,0,0,1
1,1,2,2,4,1,-1.018575,1,0,1
2,1,2,2,1,1,-0.3882473,0,0,1
2,2,2,1,1,1,-0.1850133,0,0,0
2,1,2,1,1,1,1.175119,1,0,1
2,2,2,1,1,1,0.0066051,0,2,0
2,1,2,1,1,1,-0.8054726,0,0,1
2,1,2,2,1,1,1.244431,0,2,1
1,2,2,2,1,1,-2.705855,0,2,0
1,3,2,1,1,2,-5.6517,0,2,0
2,1,2,1,2,1,4.316307,0,0,1
2,2,2,2,,2,-2.138604,0,2,1
1,1,2,2,,1,2.095575,0,0,1
2,2,2,1,2,1,-2.140859,1,0,0
2,2,2,1,2,1,-2.058538,0,0,0
1,1,2,1,2,1,6.481263,1,0,1
2,1,2,1,2,1,-0.5149345,0,2,1
1,2,2,1,1,1,0.7125196,0,0,0
2,2,2,1,,2,-3.335076,0,0,1
1,1,2,2,1,3,-2.823978,0,2,0
2,1,2,2,2,1,3.331093,1,2,1
1,2,2,1,2,1,-0.321496,1,0,0
2,1,2,1,2,1,2.920427,0,2,1
2,1,2,0,1,1,4.978256,1,0,1
2,1,2,2,2,1,4.604943,1,0,1
2,1,2,2,2,1,3.5489,0,0,1
1,1,2,2,1,1,4.281798,0,0,1
1,1,2,2,3,1,5.145407,0,0,1
2,2,2,1,2,1,-3.1233,0,0,0
1,2,2,1,2,1,-1.492856,1,0,0
1,3,2,1,4,1,-0.4702313,1,0,0
1,1,2,1,1,1,2.152161,0,2,1
2,1,2,2,2,1,5.067248,1,0,1
1,1,2,1,2,1,3.504365,1,0,1
1,1,2,2,1,1,0.7789462,0,2,1
2,1,2,1,1,1,-0.0310609,0,0,1
2,2,2,2,4,1,0.9597902,0,0,0
1,2,2,1,2,3,-4.75004,0,2,0
1,2,2,1,2,2,-1.987524,0,2,1
2,1,2,1,1,1,0.8604102,0,0,1
2,1,2,1,1,1,3.884955,0,0,1
1,1,2,1,1,1,4.963844,0,0,1
1,1,2,2,2,1,-0.0483334,1,0,1
2,3,2,2,3,1,-2.432881,0,0,0
2,1,2,1,2,1,3.278391,0,0,1
1,1,2,1,1,1,5.251084,0,0,1
1,2,2,1,2,2,-1.948417,0,2,1
1,1,2,1,1,1,0.5406005,0,0,1
2,1,2,2,1,1,2.039327,0,0,1
1,2,2,1,4,2,-3.274956,0,2,1
1,1,2,1,,1,-0.7424504,1,0,1
1,1,2,2,2,1,2.98677,0,0,1
2,2,2,1,1,1,1.085033,0,0,0
1,2,2,1,2,1,1.31116,0,0,0
2,1,2,2,1,2,-2.24646,0,2,0
2,1,2,2,1,1,4.834758,0,2,1
1,2,2,1,1,2,-6.622679,0,2,1
1,1,2,1,,1,4.092553,0,0,1
1,2,2,1,2,1,-1.87556,0,2,0
1,1,2,2,1,1,0.4190769,0,2,1
1,2,2,1,1,1,0.6475093,0,2,0
1,1,2,1,2,1,0.9428126,1,0,1
2,1,2,1,1,1,3.234624,0,0,1
2,1,2,2,1,1,2.029769,0,0,1
2,2,2,1,2,2,-2.480858,1,0,1
2,1,2,1,1,1,1.871547,0,2,1
2,1,2,1,4,2,1.263059,0,2,0
1,3,2,1,1,2,-4.483425,0,0,0
1,2,2,2,1,1,-3.728267,0,2,0
2,1,2,2,1,1,3.450665,0,2,1
2,1,2,0,1,1,3.71252,0,0,1
1,2,2,2,2,2,-3.175418,1,0,1
1,1,2,1,1,1,1.222582,0,0,1
1,2,2,2,2,2,-2.533282,0,0,1
1,3,2,1,1,1,-3.963489,0,2,0
2,2,2,0,2,1,0.5588083,0,2,0
2,1,2,2,2,1,3.112166,1,0,1
1,1,2,2,1,1,2.077249,0,0,1
2,3,2,2,,2,-5.645344,1,0,0
2,2,2,2,2,1,-2.243433,1,0,0
1,2,2,1,1,1,0.3462095,0,0,0
1,2,2,0,1,1,-0.9875236,0,2,0
1,1,2,1,1,2,-1.454348,0,2,0
2,3,2,1,2,1,-3.426507,1,0,0
1,2,2,1,1,1,0.3117375,0,0,0
2,1,2,1,1,1,3.398203,0,0,1
2,2,2,1,2,1,0.863318,1,2,0
2,2,2,1,1,1,-0.4259577,0,2,0
1,1,2,2,,1,-0.0236559,0,0,1
1,1,2,1,1,1,3.065568,0,2,1
1,1,2,1,2,1,3.724479,0,2,1
1,2,2,2,,2,-3.42117,1,0,1
1,1,2,0,,1,5.028964,0,0,1
1,2,2,1,2,1,1.330396,0,0,0
2,1,2,1,1,1,4.359005,0,0,1
1,2,2,2,,1,-0.7753689,0,0,0
1,2,2,1,1,1,-2.509847,0,0,0
1,1,2,1,1,1,1.363489,1,0,1
1,1,2,0,1,1,4.556333,0,0,1
1,1,2,1,2,1,0.1990623,1,2,1
2,1,2,1,1,1,1.502979,0,0,1
1,2,2,1,1,1,0.8129003,0,0,0
2,1,2,1,1,1,-0.9021436,0,0,1
1,3,2,0,,2,-2.789917,0,2,0
1,1,2,1,,2,-0.9241903,0,0,0
1,2,2,2,1,1,-0.3402785,0,0,0
2,2,2,0,1,2,-1.404583,0,2,1
1,1,2,1,2,1,0.6632041,0,0,1
2,1,2,2,2,1,0.4321146,0,0,1
1,1,2,2,2,1,-0.0123103,0,0,1
2,1,2,1,2,1,4.237403,0,0,1
1,1,2,1,1,1,2.474711,0,2,1
1,2,2,0,1,1,1.391636,0,0,0
1,1,2,1,2,1,2.168812,0,0,1
1,2,2,0,4,2,-2.713037,0,2,1
1,2,2,2,2,3,-4.041004,0,2,0
1,1,2,2,2,2,-1.800721,0,0,0
1,1,2,1,2,2,-3.9157,0,2,0
1,1,2,2,2,1,2.645036,0,2,1
1,1,2,1,1,1,0.748981,0,0,1
2,1,2,1,2,1,2.565186,0,0,1
1,2,2,2,1,3,-4.516726,0,2,0
1,2,2,0,2,1,-0.0834844,1,0,0
1,1,2,2,1,1,3.376337,0,2,1
1,2,2,0,2,2,-1.899223,1,2,1
2,1,2,2,1,1,1.299819,0,2,1
1,1,2,0,1,1,2.481846,0,0,1
1,2,2,0,2,1,0.3690872,0,2,0
1,1,2,0,1,1,2.075223,0,0,1
1,2,2,2,1,2,-3.627666,0,0,1
1,2,2,2,1,2,-1.746866,0,2,1
2,1,2,1,2,1,4.150677,0,0,1
1,1,2,1,2,1,3.602828,0,0,1
1,1,2,2,2,1,2.007144,0,0,1
2,1,2,2,3,2,-2.851531,1,0,0
1,3,2,1,1,1,-2.218968,0,2,0
2,2,2,1,3,1,-3.478507,0,2,0
2,1,2,1,2,1,2.027546,0,0,1
1,3,2,1,4,1,-4.504196,1,0,0
2,1,2,1,1,2,-3.007579,0,2,0
1,1,2,1,1,1,0.84851,0,2,1
1,1,2,0,2,2,-1.511019,0,2,0
2,1,2,2,1,1,2.480455,0,0,1
2,3,2,1,2,2,-3.835221,1,2,0
1,1,2,1,2,1,2.772665,0,0,1
1,1,2,2,1,1,-0.2426893,0,0,1
1,3,2,0,4,2,-3.373662,1,2,0
1,1,2,0,1,1,4.271904,0,0,1
1,1,2,1,1,1,3.574295,0,0,1
2,3,2,1,,1,-0.1042995,1,0,0
2,3,2,1,3,1,0.1383481,1,0,0
1,1,2,1,1,2,-2.422976,0,0,0
2,2,2,1,1,1,-2.748916,0,0,0
1,1,2,1,,1,3.881864,0,2,1
1,1,2,2,1,1,2.428899,0,0,1
2,1,2,2,1,1,3.091119,0,2,1
2,1,2,1,1,1,2.579624,0,0,1
1,1,2,1,2,2,-1.67947,1,0,0
2,1,2,2,1,2,-0.6829195,0,0,0
2,1,2,2,3,1,3.763082,1,0,1
2,1,2,1,1,1,-1.136897,0,0,1
1,1,2,0,,1,3.869911,1,0,1
1,2,2,1,2,1,-0.9621077,1,0,0
1,2,2,0,,1,-1.785606,0,0,0
1,3,2,1,2,1,-3.10086,1,0,0
1,2,2,2,2,2,-5.127089,0,2,1
1,3,2,0,,3,-8.177414,1,0,1
1,1,2,0,1,1,0.5438023,0,0,1
2,1,2,2,1,1,3.006444,0,0,1
1,1,2,0,2,1,-1.834924,1,0,1
2,3,2,2,4,3,-5.851567,0,0,1
1,2,2,1,3,2,-4.056231,0,0,1
2,1,2,2,1,1,6.611444,0,2,1
1,2,2,1,4,1,-1.727335,1,0,0
1,1,2,1,1,1,5.624063,0,2,1
2,1,2,2,2,1,3.29508,0,2,1
1,3,2,1,1,2,-5.646983,0,2,0
1,1,2,1,2,1,1.125504,0,0,1
2,1,2,2,2,1,1.114296,0,0,1
2,2,2,1,2,1,-4.052921,0,0,0
2,1,2,1,1,1,2.035037,0,2,1
1,1,2,1,1,1,-0.856864,0,0,1
2,2,2,2,2,1,0.0757725,0,0,0
1,3,2,0,2,1,-3.280028,1,0,0
1,2,2,1,2,1,-1.942158,1,0,0
1,1,2,1,,1,4.396041,1,0,1
1,1,2,2,1,1,1.427524,0,2,1
1,2,2,1,1,1,-1.545602,0,0,0
2,3,2,1,1,1,-0.946521,0,2,0
2,1,2,1,1,2,-0.1141164,0,0,0
1,1,2,2,1,1,0.9971316,0,0,1
2,1,2,2,1,1,5.004811,0,0,1
2,2,2,1,1,1,1.507144,0,0,0
2,1,2,2,3,1,-0.224602,1,0,1
2,1,2,1,,1,-0.8013458,1,0,1
1,1,2,2,2,1,2.078385,0,2,1
1,1,2,0,1,1,4.469103,0,0,1
1,1,2,1,2,1,4.129502,0,0,1
1,1,2,0,3,1,3.662311,1,0,1
2,1,2,1,1,1,3.21252,1,0,1
1,1,2,0,,1,1.77414,1,0,1
1,1,2,1,2,1,3.217812,0,0,1
1,1,2,2,1,1,2.288004,0,0,1
1,2,2,1,2,1,0.6343231,0,2,0
1,2,2,2,2,1,-1.044864,1,0,0
2,1,2,1,1,1,2.172505,0,2,1
2,2,2,1,2,2,-2.493834,0,2,1
1,1,2,2,1,1,3.675952,1,2,1
1,1,2,1,2,1,2.460238,0,0,1
1,1,2,0,2,1,0.4600835,0,2,1
1,2,2,2,2,1,-0.2838306,0,0,0
2,3,2,2,1,2,-5.890342,0,2,0
2,1,2,0,1,1,2.524712,0,0,1
1,3,2,1,4,1,-3.463992,1,0,0
1,1,2,1,1,1,3.285667,0,0,1
1,2,2,2,4,2,-3.45119,0,2,1
1,1,2,0,2,1,5.207769,0,0,1
1,1,2,1,1,1,-1.188262,0,0,1
1,1,2,1,1,1,1.975562,1,0,1
2,3,2,0,4,1,-2.597293,1,2,0
1,2,2,0,2,3,-4.115879,0,2,0
1,1,2,1,1,1,0.2770698,0,0,1
2,1,2,2,1,1,1.740962,0,0,1
1,1,2,0,1,1,1.30115,0,2,1
1,1,2,0,2,1,-0.6882033,1,0,1
2,2,2,1,4,1,0.5378923,0,0,0
1,2,2,2,1,1,0.9699614,0,0,0
2,1,2,1,2,1,4.366017,1,2,1
2,3,2,2,1,1,-3.058488,0,0,0
1,2,2,2,1,1,-0.2170725,0,2,0
1,2,2,1,1,1,1.750859,0,0,0
1,1,2,0,2,1,0.7940416,1,2,1
1,1,2,1,2,1,1.941739,0,0,1
2,1,2,1,1,1,-0.9705544,0,0,1
1,2,2,0,,1,-0.2450655,0,0,0
2,1,2,0,,1,5.1049,1,0,1
1,1,2,1,1,1,1.80233,0,2,1
1,1,2,1,1,2,-2.355535,0,0,0
1,2,2,1,1,1,-1.072742,0,0,0
1,1,2,0,1,1,-1.154589,0,0,1
2,1,2,1,2,1,4.047264,0,0,1
1,1,2,1,1,1,2.729008,0,0,1
1,1,2,1,,1,3.99617,1,0,1
1,2,2,2,2,2,-5.206005,0,2,1
1,1,2,1,1,1,2.630004,0,0,1
1,1,2,1,1,1,4.491938,0,0,1
1,1,2,1,1,1,0.0402052,0,2,1
1,1,2,1,1,1,0.7228804,0,0,1
1,1,2,1,1,1,3.558673,0,0,1
1,1,2,2,1,1,1.461143,1,2,1
1,1,2,2,2,1,-0.618988,0,0,1
2,1,2,1,2,1,0.4446336,0,0,1
1,1,2,0,2,2,-0.6658139,0,2,0
1,2,2,2,1,1,-0.6101823,0,2,0
2,1,2,1,1,1,1.44853,0,2,1
2,2,2,1,1,1,-0.7198958,1,2,0
1,2,2,1,3,1,-2.614731,0,0,0
1,2,2,2,2,3,-5.638606,1,2,0
1,2,2,1,1,1,2.229266,0,0,0
2,1,2,2,1,1,3.081359,0,0,1
1,3,2,1,2,1,-2.648657,0,2,0
1,2,2,1,1,1,0.1006453,0,0,0
1,1,2,1,1,1,4.50828,0,2,1
2,2,2,1,2,1,-0.2562814,0,0,0
2,1,2,0,,1,2.913737,1,0,1
2,2,2,2,2,1,-1.756281,0,0,0
1,2,2,0,4,1,-0.4143903,0,0,0
2,1,2,1,,1,2.29047,1,0,1
1,1,2,1,2,1,-0.3842714,0,0,1
1,1,2,2,1,1,5.66275,0,0,1
1,3,2,1,1,1,-3.808027,0,2,0
1,2,2,2,3,2,-1.210858,0,2,1
2,3,2,2,1,2,-5.383326,0,0,0
2,3,2,2,1,1,-0.295949,0,2,0
1,1,2,2,1,1,0.4099998,0,2,1
2,1,2,1,1,1,1.552249,0,0,1
1,1,2,2,1,1,0.9517007,0,0,1
2,3,2,2,2,1,-3.626026,1,0,0
1,2,2,0,2,2,-1.434603,0,0,1
1,1,2,2,1,1,0.1607816,0,0,1
2,1,2,1,,1,2.516268,0,0,1
1,3,2,1,,1,-1.017961,1,0,0
2,2,2,1,1,1,-1.033053,0,2,0
2,1,2,0,,1,1.738398,1,0,1
2,2,2,1,2,2,-2.774051,0,2,1
2,1,2,1,1,1,0.5691476,0,0,1
1,1,2,1,1,1,2.074295,0,0,1
2,2,2,1,1,1,-0.4346967,0,0,0
1,2,2,2,1,1,0.7223337,0,0,0
1,1,2,1,1,1,1.086369,0,2,1
1,1,2,2,1,1,0.0647392,0,0,1
1,2,2,1,4,2,-2.237957,0,2,1
1,2,2,1,1,2,-4.138904,0,0,1
2,1,2,2,1,1,2.248132,0,0,1
1,1,2,1,1,1,-2.801346,0,0,1
2,1,2,2,2,2,-1.507683,0,2,0
1,2,2,1,3,1,1.768207,1,0,0
1,1,2,0,,1,2.496098,0,0,1
1,1,2,1,1,1,-1.078552,0,2,1
1,1,2,2,1,1,0.4176028,0,2,1
1,2,2,2,1,1,-1.637424,0,2,0
2,2,2,1,2,2,-5.313554,0,2,1
1,1,2,2,1,1,3.006444,0,0,1
1,1,2,2,1,1,2.377321,0,2,1
1,3,2,1,2,1,-2.933341,0,0,0
1,1,2,0,1,1,0.784821,0,2,1
1,1,2,0,2,1,2.719327,0,2,1
1,1,2,1,1,1,2.308939,0,0,1
1,1,2,2,2,1,4.910126,0,2,1
2,1,2,1,2,2,-3.567529,1,2,0
1,2,2,1,1,1,0.0237479,0,0,0
2,1,2,1,1,2,-1.706592,0,0,0
1,1,2,2,3,1,3.163943,0,2,1
1,1,2,1,1,1,0.2146103,0,2,1
1,2,2,1,1,2,-2.213914,0,2,1
1,1,2,1,,1,-0.5256286,0,0,1
1,2,2,1,1,3,-2.045831,0,2,0
2,1,2,1,1,1,1.268932,0,0,1
1,1,2,1,2,1,2.384955,0,0,1
1,1,2,2,1,1,2.440657,0,0,1
1,2,2,0,2,1,0.6645302,1,0,0
1,1,2,2,2,1,1.016503,0,0,1
1,1,2,0,,1,1.638055,0,0,1
1,1,2,2,1,1,2.387734,1,0,1
1,1,2,1,1,1,5.077249,0,0,1
2,1,2,2,1,1,4.610457,0,0,1
1,1,2,2,1,1,0.5438548,0,0,1
2,1,2,1,,1,4.121152,0,0,1
2,1,2,1,1,1,0.9316018,0,0,1
1,2,2,0,,2,-1.464151,1,2,1
1,1,2,1,1,1,2.451667,0,0,1
1,1,2,2,1,2,-2.332588,0,0,0
1,2,2,2,1,1,-1.273001,0,2,0
1,1,2,0,2,1,2.415638,0,2,1
2,1,2,2,2,1,0.9580138,1,2,1
1,2,2,0,,1,-1.323889,1,0,0
2,2,2,2,1,1,-3.443599,0,2,0
2,1,2,1,1,1,2.003702,0,0,1
1,1,2,1,1,1,2.843988,0,0,1
1,3,2,1,4,3,-5.538943,0,2,1
2,3,2,1,1,2,-4.724399,0,2,0
1,2,2,1,1,1,0.3987193,0,0,0
1,2,2,2,2,1,-3.002842,1,0,0
1,2,2,1,1,1,-0.6557002,0,2,0
1,1,2,2,1,1,-0.3280826,0,0,1
1,1,2,2,1,1,3.460406,0,0,1
2,1,2,1,1,1,4.482781,0,0,1
2,2,2,1,1,1,-2.100645,0,2,0
1,2,2,2,1,2,-4.434432,0,2,1
2,2,2,1,1,1,-1.258311,0,2,0
1,3,2,1,2,2,-6.303599,1,0,0
1,1,2,2,1,1,3.425514,0,0,1
1,1,2,2,2,2,-0.730424,1,0,0
1,1,2,1,1,1,1.552767,0,2,1
2,1,2,1,2,1,0.2638514,0,0,1
2,1,2,1,,1,3.282606,1,2,1
1,2,2,1,1,1,0.9842381,0,0,0
1,1,2,1,1,1,1.000784,0,0,1
2,2,2,1,1,1,-1.616336,0,0,0
1,1,2,2,3,1,1.743094,1,0,1
1,5,2,1,2,1,-3.447768,1,0,0
1,1,2,1,1,1,4.638055,0,0,1
2,1,2,0,2,1,0.6870122,1,2,1
1,1,2,1,2,1,1.718816,0,0,1
1,1,2,0,2,1,2.564874,0,0,1
2,1,2,0,,1,-0.4044247,0,0,1
2,1,2,2,2,1,0.4399037,1,0,1
2,1,2,1,1,1,-1.287632,0,0,1
1,1,2,2,1,1,3.889315,0,0,1
2,1,2,1,1,1,-0.2787678,0,2,1
2,3,2,2,2,1,-2.780673,0,2,0
1,1,2,1,1,1,3.413408,0,2,1
2,2,2,1,2,1,-0.4715457,0,0,0
1,1,2,0,,1,3.573543,0,0,1
1,1,2,2,3,1,0.2620277,0,0,1
1,1,2,1,1,1,1.821779,0,0,1
1,1,2,2,1,1,0.7030344,0,0,1
2,5,2,2,2,1,-3.328418,1,0,0
2,1,2,1,1,1,3.845263,0,0,1
1,1,2,1,,1,0.2183034,0,0,1
1,1,2,2,2,1,0.5853474,0,0,1
1,1,2,1,2,1,0.9040654,0,0,1
1,2,2,1,4,1,-1.082302,0,0,0
1,1,2,1,1,1,4.040205,0,2,1
2,2,2,1,2,2,-0.905683,1,2,1
1,1,2,0,2,1,4.814994,1,0,1
1,1,2,1,1,1,2.100429,0,0,1
1,1,2,1,1,2,-2.12939,0,0,0
1,2,2,0,1,2,-0.2704558,0,2,1
1,1,2,2,1,1,2.103737,0,2,1
1,1,2,0,1,1,6.780104,0,2,1
2,1,2,1,1,1,3.512203,0,0,1
1,2,2,1,2,1,-2.072476,1,2,0
1,1,2,1,2,1,-2.275101,0,0,1
2,1,2,1,4,1,3.9255,0,0,1
1,1,2,0,1,1,2.257214,0,0,1
1,3,2,2,2,2,-4.57013,0,2,0
2,2,2,2,2,1,0.5275064,0,2,0
2,1,2,1,,1,4.61719,0,0,1
1,1,2,1,2,1,-1.120426,0,2,1
2,1,2,0,1,2,-2.347718,0,0,0
1,1,2,1,2,1,3.860008,1,0,1
1,1,2,1,1,1,2.050626,0,2,1
2,2,2,2,2,1,-1.33655,0,0,0
1,3,2,2,2,2,-5.197007,0,2,0
2,2,2,0,2,3,-4.32805,0,2,0
1,1,2,1,1,1,2.155231,0,0,1
1,1,2,0,2,2,-0.5389431,0,2,0
1,2,2,2,1,1,-0.795949,0,2,0
1,1,2,1,,1,2.599392,0,2,1
1,1,2,0,2,1,0.2283792,0,0,1
1,1,2,1,2,1,3.057274,0,2,1
1,1,2,0,1,1,2.693475,0,0,1
2,3,2,1,1,1,-1.47379,0,2,0
1,1,2,1,1,1,2.516081,0,2,1
1,1,2,1,2,1,3.927804,0,0,1
1,1,2,1,2,2,-3.029363,0,2,0
2,1,2,1,1,1,0.7170048,0,0,1
2,3,2,2,2,1,-3.419469,1,2,0
1,1,2,1,1,1,0.506525,0,0,1
1,1,2,1,1,1,4.752506,0,2,1
1,1,2,1,2,1,-1.612857,0,0,1
1,1,2,1,3,1,3.907942,0,0,1
2,1,2,1,4,1,-1.482574,0,0,1
2,1,2,1,1,1,3.11375,0,0,1
1,2,2,2,1,1,0.5149419,0,0,0
2,1,2,1,2,1,0.6845021,0,0,1
1,1,2,1,2,2,-1.141046,1,0,0
2,1,2,1,1,1,3.113178,0,2,1
2,3,2,1,1,1,-0.5722451,0,2,0
2,2,2,2,2,1,-2.195464,0,2,0
2,1,2,1,1,2,-0.7147799,0,2,0
1,1,2,1,,1,3.779203,0,0,1
1,2,2,0,1,1,-2.520008,0,0,0
2,2,2,1,1,1,-2.56815,0,2,0
1,1,2,1,2,1,0.8672929,0,2,1
1,1,2,0,1,1,-1.545602,0,0,1
1,2,2,2,1,1,-4.134747,0,2,0
1,1,2,2,1,1,1.561213,0,2,1
1,1,2,1,2,3,-1.680591,0,2,0
2,2,2,1,1,1,0.6418333,0,2,0
1,3,2,2,1,2,-7.247906,0,0,0
1,1,2,1,2,1,2.573885,1,0,1
1,1,2,1,2,1,0.3309318,1,0,1
2,1,2,1,1,1,2.004365,0,0,1
1,2,2,1,1,1,1.029446,0,0,0
2,2,2,1,,2,-5.758859,1,0,1
1,1,2,1,,1,-0.9561977,0,0,1
2,1,2,2,1,1,3.015093,0,0,1
1,1,2,2,4,1,2.461013,0,0,1
2,1,2,2,1,1,1.534349,0,2,1
1,1,2,1,1,1,2.835801,0,0,1
1,1,2,2,,1,-0.1369617,1,2,1
2,1,2,1,1,1,3.703995,0,0,1
1,1,2,1,,1,-0.2951183,1,0,1
2,1,2,1,2,1,4.542428,1,0,1
1,1,2,2,1,1,3.493845,0,0,1
2,1,2,1,1,1,-0.2271066,0,0,1
2,2,2,1,1,1,0.076432,0,0,0
1,1,2,1,,1,3.076252,0,0,1
1,1,2,0,1,1,2.71793,0,0,1
2,1,2,1,1,1,2.533828,0,0,1
2,2,2,1,2,1,-1.037904,1,0,0
1,1,2,2,1,1,2.411566,0,0,1
2,5,2,1,4,1,-4.610847,1,2,0
1,1,2,1,3,1,3.05632,1,0,1
1,1,2,1,,1,-1.281322,1,0,1
1,2,2,2,2,1,-2.070172,1,0,0
1,1,2,1,3,1,1.271725,1,2,1
